Location,Name,Holes,TeeName,Par,ScratchRating,Slope
Western Australia,Pink Lake Country Club ,1-9,Red Men,36,33,108
Western Australia,Pink Lake Country Club ,10-18,Red Men,36,32.5,103
Western Australia,Pink Lake Country Club ,1-9,Blue Men,36,36.5,115
Western Australia,Pink Lake Country Club ,10-18,Blue Men,36,35,124
Western Australia,Pink Lake Country Club ,1-9,White Men,36,36,116
Western Australia,Pink Lake Country Club ,10-18,White Men,36,35,121
Western Australia,Point Walter Public Golf Course ,18,Red Women,70,72,115
Western Australia,Point Walter Public Golf Course ,18,Blue Men,70,68,115
Western Australia,Point Walter Public Golf Course ,1-9,Blue Men,35,33.5,115
Western Australia,Point Walter Public Golf Course ,10-18,Blue Men,35,33.5,115
Western Australia,Point Walter Public Golf Course ,1-9,Red Women,35,35.5,114
Western Australia,Point Walter Public Golf Course ,10-18,Red Women,35,35.5,115
Western Australia,Port Hedland Golf Club ,18,Red Women,72,72,117
Western Australia,Port Hedland Golf Club ,18,Blue Men,72,71,117
Western Australia,Port Hedland Golf Club ,1-9,Blue Men,36,35.5,117
Western Australia,Port Hedland Golf Club ,10-18,Blue Men,36,35.5,117
Western Australia,Port Hedland Golf Club ,1-9,Red Women,36,36,114
Western Australia,Port Hedland Golf Club ,10-18,Red Women,36,36,120
Western Australia,Preston Beach Golf Club ,18,Red Women,72,70,112
Western Australia,Preston Beach Golf Club ,18,Blue Men,72,68,114
Western Australia,Preston Beach Golf Club ,1-9,Blue Men,36,34,112
Western Australia,Preston Beach Golf Club ,10-18,Blue Men,36,33.5,115
Western Australia,Preston Beach Golf Club ,1-9,Red Women,36,35.5,113
Western Australia,Preston Beach Golf Club ,10-18,Red Women,36,35,110
Western Australia,Quairading Golf Club ,18,Red Women,72,71,110
Western Australia,Quairading Golf Club ,18,Blue Men,72,69,106
Western Australia,Quairading Golf Club ,1-9,Blue Men,36,34.5,107
Western Australia,Quairading Golf Club ,10-18,Blue Men,36,34,105
Western Australia,Quairading Golf Club ,1-9,Red Women,36,35.5,105
Western Australia,Quairading Golf Club ,10-18,Red Women,36,35.5,114
Western Australia,Ravensthorpe Golf Club ,18,Red Women,73,69,104
Western Australia,Ravensthorpe Golf Club ,18,Blue Men,72,68,104
Western Australia,Ravensthorpe Golf Club ,1-9,Blue Men,36,34.5,103
Western Australia,Ravensthorpe Golf Club ,10-18,Blue Men,36,33.5,105
Western Australia,Ravensthorpe Golf Club ,1-9,Red Women,37,35.5,106
Western Australia,Ravensthorpe Golf Club ,10-18,Red Women,36,34,101
Western Australia,Riverview Country Club ,18,Red Women,72,71,110
Western Australia,Riverview Country Club ,18,Blue Men,72,69,108
Western Australia,Riverview Country Club ,10-18,Red Women,36,35.5,113
Western Australia,Riverview Country Club ,1-9,Blue Men,36,34,107
Western Australia,Riverview Country Club ,10-18,Blue Men,36,34.5,109
Western Australia,Riverview Country Club ,1-9,Red Women,36,35.5,107
Western Australia,Rockingham Golf Club ,18,Red Women,74,74,127
Western Australia,Rockingham Golf Club ,18,Blue Men,72,72,124
Western Australia,Rockingham Golf Club ,18,White Men,72,69,120
Western Australia,Rockingham Golf Club ,10-18,White Men,36,35,123
Western Australia,Rockingham Golf Club ,1-9,Red Women,37,37,122
Western Australia,Rockingham Golf Club ,10-18,Red Women,37,37,131
Western Australia,Rockingham Golf Club ,1-9,Blue Men,36,36,121
Western Australia,Rockingham Golf Club ,10-18,Blue Men,36,36.5,126
Western Australia,Rockingham Golf Club ,1-9,White Men,36,34.5,116
Western Australia,Rosehill Public Golf Course ,18,Red Women,72,71,114
Western Australia,Rosehill Public Golf Course ,18,Blue Men,72,68,110
Western Australia,Rosehill Public Golf Course ,1-9,Blue Men,36,33.5,110
Western Australia,Rosehill Public Golf Course ,10-18,Blue Men,36,34,110
Western Australia,Rosehill Public Golf Course ,1-9,Red Women,36,36,115
Western Australia,Rosehill Public Golf Course ,10-18,Red Women,36,35.5,113
Western Australia,Rottnest Island Golf Club ,18,Red Women,70,70,110
Western Australia,Rottnest Island Golf Club ,18,Blue Men,70,67,110
Western Australia,Rottnest Island Golf Club ,1-9,Blue Men,35,33.5,111
Western Australia,Rottnest Island Golf Club ,10-18,Blue Men,35,33.5,109
Western Australia,Rottnest Island Golf Club ,1-9,Red Women,35,35,110
Western Australia,Rottnest Island Golf Club ,10-18,Red Women,35,35,109
Western Australia,Royal Fremantle Golf Club Inc ,18,Red Women,73,74,128
Western Australia,Royal Fremantle Golf Club Inc ,18,Blue Men,72,73,130
Western Australia,Royal Fremantle Golf Club Inc ,18,White Men,72,72,125
Western Australia,Royal Fremantle Golf Club Inc ,1-9,Blue Men,36,36,132
Western Australia,Royal Fremantle Golf Club Inc ,10-18,Blue Men,36,36.5,127
Western Australia,Royal Fremantle Golf Club Inc ,1-9,White Men,36,35.5,125
Western Australia,Royal Fremantle Golf Club Inc ,10-18,White Men,36,36,125
Western Australia,Royal Fremantle Golf Club Inc ,1-9,Red Women,37,37.5,131
Western Australia,Royal Fremantle Golf Club Inc ,10-18,Red Women,36,37,125
Western Australia,Royal Perth Golf Club ,18,Yellow Men,72,69,124
Western Australia,Royal Perth Golf Club ,18,M,73,77,134
Western Australia,Royal Perth Golf Club ,18,Red Women,74,76,131
Western Australia,Royal Perth Golf Club ,18,Yellow Women,74,77,141
Western Australia,Royal Perth Golf Club ,18,Blue Men,72,73,128
Western Australia,Royal Perth Golf Club ,18,White Men,72,72,126
Western Australia,Royal Perth Golf Club ,1-9,Blue Men,37,36.5,136
Western Australia,Royal Perth Golf Club ,10-18,Blue Men,35,36,119
Western Australia,Royal Perth Golf Club ,1-9,White Men,37,36,135
Western Australia,Royal Perth Golf Club ,10-18,White Men,35,35.5,117
Western Australia,Royal Perth Golf Club ,1-9,Yellow Men,37,35,123
Western Australia,Royal Perth Golf Club ,10-18,Yellow Men,35,34,125
Western Australia,Royal Perth Golf Club ,1-9,Red Women,37,38,132
Western Australia,Royal Perth Golf Club ,10-18,Red Women,37,37.5,129
Western Australia,Royal Perth Golf Club ,1-9,Yellow Women,37,39,142
Western Australia,Royal Perth Golf Club ,10-18,Yellow Women,37,38.5,140
Western Australia,Salmon Gums Golf Club Inc ,18,Red Women,72,70,110
Western Australia,Salmon Gums Golf Club Inc ,18,Blue Men,72,67,103
Western Australia,Salmon Gums Golf Club Inc ,1-9,Blue Men,36,33.5,109
Western Australia,Salmon Gums Golf Club Inc ,10-18,Blue Men,36,33.5,96
Western Australia,Salmon Gums Golf Club Inc ,1-9,Red Women,36,35.5,108
Western Australia,Salmon Gums Golf Club Inc ,10-18,Red Women,36,34.5,111
Western Australia,Sanctuary Golf Resort ,18,Blue Men,72,71,130
Western Australia,Sanctuary Golf Resort ,18,Yellow Men,72,69,124
Western Australia,Sanctuary Golf Resort ,18,Red Women,72,73,128
Western Australia,Sanctuary Golf Resort ,10-18,Blue Men,36,35.5,133
Western Australia,Sanctuary Golf Resort ,1-9,Yellow Men,36,34.5,123
Western Australia,Sanctuary Golf Resort ,10-18,Yellow Men,36,34.5,124
Western Australia,Sanctuary Golf Resort ,1-9,Red Women,36,36.5,127
Western Australia,Sanctuary Golf Resort ,10-18,Red Women,36,36,128
Western Australia,Sanctuary Golf Resort ,1-9,Blue Men,36,36,127
Western Australia,Sandstone Golf Club ,18,Blue Men,70,68,106
Western Australia,Sandstone Golf Club ,18,Red Women,72,70,109
Western Australia,Sandstone Golf Club ,1-9,Blue Men,35,34,107
Western Australia,Sandstone Golf Club ,10-18,Blue Men,35,34,105
Western Australia,Sandstone Golf Club ,1-9,Red Women,36,35,105
Western Australia,Sandstone Golf Club ,10-18,Red Women,36,35.5,113
Western Australia,Scaddan Golf Club ,18,Red Women,72,70,103
Western Australia,Scaddan Golf Club ,18,Blue Men,72,69,102
Western Australia,Scaddan Golf Club ,1-9,Blue Men,36,34,103
Western Australia,Scaddan Golf Club ,10-18,Blue Men,36,35,101
Western Australia,Scaddan Golf Club ,1-9,Red Women,36,35,103
Western Australia,Scaddan Golf Club ,10-18,Red Women,36,35,103
Western Australia,Sea View Golf Club ,18,Red Women,72,73,127
Western Australia,Sea View Golf Club ,18,Blue Men,71,70,130
Western Australia,Sea View Golf Club ,1-9,Blue Men,35,34.5,127
Western Australia,Sea View Golf Club ,10-18,Blue Men,36,35,130
Western Australia,Sea View Golf Club ,1-9,Red Women,36,36,128
Western Australia,Sea View Golf Club ,10-18,Red Women,36,36.5,126
Western Australia,The Secret Harbour Golf Club ,18,Red Women,72,73,126
Western Australia,The Secret Harbour Golf Club ,18,Black Men,72,75,134
Western Australia,The Secret Harbour Golf Club ,18,Blue Men,72,73,133
Western Australia,The Secret Harbour Golf Club ,18,White Men,72,71,126
Western Australia,The Secret Harbour Golf Club ,10-18,Black Men,36,37,130
Western Australia,The Secret Harbour Golf Club ,1-9,Blue Men,36,36.5,136
Western Australia,The Secret Harbour Golf Club ,10-18,Blue Men,36,36,129
Western Australia,The Secret Harbour Golf Club ,1-9,White Men,36,35.5,128
Western Australia,The Secret Harbour Golf Club ,10-18,White Men,36,35,123
Western Australia,The Secret Harbour Golf Club ,1-9,Red Women,36,36.5,125
Western Australia,The Secret Harbour Golf Club ,10-18,Red Women,36,36.5,126
Western Australia,The Secret Harbour Golf Club ,1-9,Black Men,36,37.5,137
Western Australia,Serpentine + Districts Golf Club ,18,Red Women,72,71,111
Western Australia,Serpentine + Districts Golf Club ,18,Blue Men,72,69,113
Western Australia,Serpentine + Districts Golf Club ,10-18,Red Women,36,36,109
Western Australia,Serpentine + Districts Golf Club ,1-9,Blue Men,36,33.5,111
Western Australia,Serpentine + Districts Golf Club ,10-18,Blue Men,36,35,115
Western Australia,Serpentine + Districts Golf Club ,1-9,Red Women,36,35,112
Western Australia,Southern Cross Golf Club ,18,Red Women,73,71,107
Western Australia,Southern Cross Golf Club ,18,Blue Men,71,70,106
Western Australia,Southern Cross Golf Club ,1-9,Blue Men,35,34.5,107
Western Australia,Southern Cross Golf Club ,10-18,Blue Men,36,35,104
Western Australia,Southern Cross Golf Club ,1-9,Red Women,36,35.5,106
Western Australia,Southern Cross Golf Club ,10-18,Red Women,37,36,108
Western Australia,Spalding Park Golf Club ,18,Red Women,72,73,124
Western Australia,Spalding Park Golf Club ,18,Blue Men,72,72,124
Western Australia,Spalding Park Golf Club ,18,White Men,72,70,121
Western Australia,Spalding Park Golf Club ,1-9,Red Women,36,36,120
Western Australia,Spalding Park Golf Club ,10-18,Red Women,36,37,127
Western Australia,Spalding Park Golf Club ,1-9,Blue Men,36,36,124
Western Australia,Spalding Park Golf Club ,10-18,Blue Men,36,35.5,124
Western Australia,Spalding Park Golf Club ,1-9,White Men,36,35.5,125
Western Australia,Spalding Park Golf Club ,10-18,White Men,36,35,117
Western Australia,Sun City Country Club ,18,Red Women,73,73,125
Western Australia,Sun City Country Club ,18,Black Men,72,72,124
Western Australia,Sun City Country Club ,18,Blue Men,72,71,123
Western Australia,Sun City Country Club ,18,White Men,72,70,120
Western Australia,Sun City Country Club ,1-9,Black Men,36,35.5,126
Western Australia,Sun City Country Club ,10-18,Black Men,36,37,121
Western Australia,Sun City Country Club ,1-9,Blue Men,36,34.5,123
Western Australia,Sun City Country Club ,10-18,Blue Men,36,36,122
Western Australia,Sun City Country Club ,1-9,White Men,36,34,121
Western Australia,Sun City Country Club ,10-18,White Men,36,35.5,118
Western Australia,Sun City Country Club ,1-9,Red Women,36,36,123
Western Australia,Sun City Country Club ,10-18,Red Women,37,37.5,126
Western Australia,Tambellup Golf Club ,18,Red Women,72,70,107
Western Australia,Tambellup Golf Club ,18,Blue Men,71,68,101
Western Australia,Tambellup Golf Club ,1-9,Blue Men,36,34,101
Western Australia,Tambellup Golf Club ,10-18,Blue Men,35,33.5,100
Western Australia,Tambellup Golf Club ,1-9,Red Women,36,35,107
Western Australia,Tambellup Golf Club ,10-18,Red Women,36,34.5,107
Western Australia,Tammin Golf Club ,18,Red Women,72,70,106
Western Australia,Tammin Golf Club ,18,Blue Men,71,67,104
Western Australia,Tammin Golf Club ,1-9,Blue Men,36,33.5,107
Western Australia,Tammin Golf Club ,10-18,Blue Men,35,34,100
Western Australia,Tammin Golf Club ,1-9,Red Women,37,35.5,109
Western Australia,Tammin Golf Club ,10-18,Red Women,35,34.5,102
Western Australia,Three Springs Golf Club ,18,Red Women,72,71,110
Western Australia,Three Springs Golf Club ,18,Blue Men,70,68,103
Western Australia,Three Springs Golf Club ,1-9,Blue Men,35,33.5,105
Western Australia,Three Springs Golf Club ,10-18,Blue Men,35,34.5,101
Western Australia,Three Springs Golf Club ,1-9,Red Women,36,34.5,109
Western Australia,Three Springs Golf Club ,10-18,Red Women,36,36,110
Western Australia,Toodyay Golf Club ,18,Red Women,73,71,112
Western Australia,Toodyay Golf Club ,18,Blue Men,72,68,110
Western Australia,Toodyay Golf Club ,1-9,Blue Men,36,34,116
Western Australia,Toodyay Golf Club ,10-18,Blue Men,36,34,107
Western Australia,Toodyay Golf Club ,1-9,Red Women,37,35.5,114
Western Australia,Toodyay Golf Club ,10-18,Red Women,36,35.5,110
Western Australia,Varley Country Golf Club ,18,Red Women,72,70,104
Western Australia,Varley Country Golf Club ,18,Blue Men,71,68,106
Western Australia,Varley Country Golf Club ,1-9,Blue Men,36,35,104
Western Australia,Varley Country Golf Club ,10-18,Blue Men,35,33.5,108
Western Australia,Varley Country Golf Club ,1-9,Red Women,37,36,109
Western Australia,Varley Country Golf Club ,10-18,Red Women,35,34,99
Western Australia,The Vines Golf and Country Club ,18,White Women,72,77,135
Western Australia,The Vines Golf and Country Club ,Lakes,Red Women,72,73,128
Western Australia,The Vines Golf and Country Club ,Ellenbrook,Red Women,72,73,125
Western Australia,The Vines Golf and Country Club ,Lakes,Black Men,72,74,129
Western Australia,The Vines Golf and Country Club ,Lakes,Blue Men,72,72,126
Western Australia,The Vines Golf and Country Club ,Lakes,White Men,72,70,121
Western Australia,The Vines Golf and Country Club ,Ellenbrook,Black Men,72,74,125
Western Australia,The Vines Golf and Country Club ,Ellenbrook,Blue Men,72,72,122
Western Australia,The Vines Golf and Country Club ,Ellenbrook,White Men,72,70,121
Western Australia,The Vines Golf and Country Club ,Composite,Men Blue,72,72,120
Western Australia,The Vines Golf and Country Club ,Composite,Women Red,72,74,126
Western Australia,The Vines Golf and Country Club ,Composite,Men Black,72,74,123
Western Australia,The Vines Golf and Country Club ,Ellenbrook 1-9,Black Men,36,36.5,124
Western Australia,The Vines Golf and Country Club ,Ellenbrook 10-18,Black Men,36,37,126
Western Australia,The Vines Golf and Country Club ,Lakes 1-9,Black Men,36,36.5,132
Western Australia,The Vines Golf and Country Club ,Lakes 10-18,Black Men,36,37,125
Western Australia,The Vines Golf and Country Club ,Ellenbrook 1-9,Blue Men,36,36,121
Western Australia,The Vines Golf and Country Club ,Ellenbrook 10-18,Blue Men,36,36,123
Western Australia,The Vines Golf and Country Club ,Lakes 1-9,Blue Men,36,36,129
Western Australia,The Vines Golf and Country Club ,Lakes 10-18,Blue Men,36,36,122
Western Australia,The Vines Golf and Country Club ,Lakes 1-9,White Men,36,35,124
Western Australia,The Vines Golf and Country Club ,Lakes 10-18,White Men,36,35,117
Western Australia,The Vines Golf and Country Club ,Ellenbrook 1-9,White Men,36,35,120
Western Australia,The Vines Golf and Country Club ,Ellenbrook 10-18,White Men,36,35,121
Western Australia,The Vines Golf and Country Club ,Ellenbrook 1-9,Red Women,36,36.5,127
Western Australia,The Vines Golf and Country Club ,Ellenbrook 10-18,Red Women,36,36.5,122
Western Australia,The Vines Golf and Country Club ,Lakes 1-9,Red Women,36,36,124
Western Australia,The Vines Golf and Country Club ,Lakes 10-18,Red Women,36,37,131
Western Australia,Wagin Golf Club ,18,Red Women,72,71,110
Western Australia,Wagin Golf Club ,18,Blue Men,72,69,110
Western Australia,Wagin Golf Club ,10-18,Red Women,36,35.5,107
Western Australia,Wagin Golf Club ,1-9,Blue Men,36,34,110
Western Australia,Wagin Golf Club ,10-18,Blue Men,36,35,110
Western Australia,Wagin Golf Club ,1-9,Red Women,36,35.5,112
Western Australia,Walpole Country Club ,18,Women Winter,73,73,119
Western Australia,Walpole Country Club ,White,Men Winter,73,70,121
Western Australia,Walpole Country Club ,Red,Women Summer,73,72,116
Western Australia,Walpole Country Club ,White,Men Summer,73,70,120
Western Australia,Walpole Country Club ,Red 1-9,Women Winter,36,36.5,124
Western Australia,Walpole Country Club ,Red 10-18,Women Winter,37,36.5,114
Western Australia,Walpole Country Club ,White 1-9,Men Winter,37,35.5,127
Western Australia,Walpole Country Club ,White 10-18,Men Winter,36,34.5,114
Western Australia,Walpole Country Club ,Red 1-9,Women Summer,36,36,120
Western Australia,Walpole Country Club ,Red 10-18,Women Summer,37,36,112
Western Australia,Walpole Country Club ,White 1-9,Men Summer,37,35.5,127
Western Australia,Walpole Country Club ,White 10-18,Men Summer,36,34.5,113
Western Australia,Wandering Golf Club ,18,Red Women,72,71,110
Western Australia,Wandering Golf Club ,18,Blue Men,72,69,113
Western Australia,Wandering Golf Club ,1-9,Blue Men,37,35.5,116
Western Australia,Wandering Golf Club ,10-18,Blue Men,35,34,109
Western Australia,Wandering Golf Club ,1-9,Red Women,37,36.5,113
Western Australia,Wandering Golf Club ,10-18,Red Women,35,34.5,106
Western Australia,Wanneroo Golf Club ,18,Red Women,73,73,124
Western Australia,Wanneroo Golf Club ,18,Blue Men,72,73,125
Western Australia,Wanneroo Golf Club ,18,White Men,72,72,123
Western Australia,Wanneroo Golf Club ,18,Yellow Men,72,71,118
Western Australia,Wanneroo Golf Club ,1-9,Blue Men,36,36.5,127
Western Australia,Wanneroo Golf Club ,10-18,Blue Men,36,36.5,123
Western Australia,Wanneroo Golf Club ,1-9,White Men,36,36,128
Western Australia,Wanneroo Golf Club ,10-18,White Men,36,36,118
Western Australia,Wanneroo Golf Club ,1-9,Yellow Men,36,35.5,121
Western Australia,Wanneroo Golf Club ,10-18,Yellow Men,36,35.5,114
Western Australia,Wanneroo Golf Club ,1-9,Red Women,36,36.5,120
Western Australia,Wanneroo Golf Club ,10-18,Red Women,37,37,128
Western Australia,Waroona Golf Club ,18,Red Women,72,72,110
Western Australia,Waroona Golf Club ,18,Blue Men,72,70,113
Western Australia,Waroona Golf Club ,1-9,Blue Men,36,35,111
Western Australia,Waroona Golf Club ,10-18,Blue Men,36,35,114
Western Australia,Waroona Golf Club ,1-9,Red Women,36,36,109
Western Australia,Waroona Golf Club ,10-18,Red Women,36,36,110
Western Australia,Watheroo Golf Club ,18,Red Women,72,70,109
Western Australia,Watheroo Golf Club ,18,Blue Men,72,70,111
Western Australia,Watheroo Golf Club ,1-9,Red Women,36,35.5,107
Western Australia,Watheroo Golf Club ,10-18,Red Women,36,34.5,111
Western Australia,Watheroo Golf Club ,1-9,Blue Men,36,35.5,104
Western Australia,Watheroo Golf Club ,10-18,Blue Men,36,34.5,117
Western Australia,Wembley Golf Complex ,18,Red Women,70,70,114
Western Australia,Wembley Golf Complex ,Tuart,Blue Men,70,68,115
Western Australia,Wembley Golf Complex ,18,Old Red,72,73,122
Western Australia,Wembley Golf Complex ,18,Old Blue,72,71,121
Western Australia,Wembley Golf Complex ,Tuart 1-9,Blue Men,35,33.5,113
Western Australia,Wembley Golf Complex ,Tuart 10-18,Blue Men,35,34,117
Western Australia,Wembley Golf Complex ,1-9,Old Red,36,36.5,126
Western Australia,Wembley Golf Complex ,10-18,Old Red,36,36.5,117
Western Australia,Wembley Golf Complex ,Tuart 1-9,Red Women,35,35,117
Western Australia,Wembley Golf Complex ,Tuart 10-18,Red Women,35,35,110
Western Australia,Wembley Golf Complex ,1-9,Old Blue,36,35.5,129
Western Australia,Wembley Golf Complex ,10-18,Old Blue,36,35,112
Western Australia,Westaviat Golf Club ,18,Red Women,73,72,112
Western Australia,Westaviat Golf Club ,Class/Lake,Red Women,73,72,115
Western Australia,Westaviat Golf Club ,Her/Lake,Red Women,74,73,118
Western Australia,Westaviat Golf Club ,Class/Her,Blue Men,73,72,121
Western Australia,Westaviat Golf Club ,Class/Lake,Blue Men,72,71,119
Western Australia,Westaviat Golf Club ,Her/Lake,Blue Men,73,73,117
Western Australia,Westaviat Golf Club ,Class/Her,White Men,73,70,115
Western Australia,Westaviat Golf Club ,Class/Lake,White Men,72,69,116
Western Australia,Westaviat Golf Club ,Her/Lake,White Men,73,70,116
Western Australia,Westaviat Golf Club ,Her/Lake 1-9,Blue Men,37,36.5,119
Western Australia,Westaviat Golf Club ,Her/Lake 10-18,Blue Men,37,36,115
Western Australia,Westaviat Golf Club ,Class/Her 1-9,Blue Men,36,35.5,122
Western Australia,Westaviat Golf Club ,Class/Her 10-18,Blue Men,37,36.5,119
Western Australia,Westaviat Golf Club ,Men 1-9,Class/Lake Blue,36,35.5,122
Western Australia,Westaviat Golf Club ,Class/Lake 10-18,Blue Men,37,36,115
Western Australia,Westaviat Golf Club ,Her/Lake 1-9,White Men,36,35.5,118
Western Australia,Westaviat Golf Club ,Her/Lake 10-18,White Men,36,34.5,114
Western Australia,Westaviat Golf Club ,Men 1-9,Class/Her White,34,34,113
Western Australia,Westaviat Golf Club ,Men 10-1,Class/Her White,36,35.5,117
Western Australia,Westaviat Golf Club ,Class/Lake 1-9,White Men,36,34.5,118
Western Australia,Westaviat Golf Club ,Class/Lake 10-18,White Men,36,34.5,114
Western Australia,Westaviat Golf Club ,Her/Lake 1-9,White Women,37,36.5,116
Western Australia,Westaviat Golf Club ,Her/Lake 10-18,Red Women,37,36.5,120
Western Australia,Westaviat Golf Club ,Class/Her 1-9,Red Women,36,35,109
Western Australia,Westaviat Golf Club ,Class/Her 10-18,Red Women,37,36.5,115
Western Australia,Westaviat Golf Club ,Class/Lake 1-18,Red Women,36,35,109
Western Australia,Westaviat Golf Club ,Class/Lake 10-18,Red Women,37,36.5,120
Western Australia,Western Australian Golf Club ,18,Red Women,73,73,122
Western Australia,Western Australian Golf Club ,18,Blue Men,70,71,128
Western Australia,Western Australian Golf Club ,18,White Men,70,70,123
Western Australia,Western Australian Golf Club ,1-9,Blue Men,35,36,127
Western Australia,Western Australian Golf Club ,10-18,Blue Men,35,35,129
Western Australia,Western Australian Golf Club ,1-9,White Men,35,35.5,121
Western Australia,Western Australian Golf Club ,10-18,White Men,35,34,124
Western Australia,Western Australian Golf Club ,1-9,Red Women,36,36.5,124
Western Australia,Western Australian Golf Club ,10-18,Red Women,37,36.5,120
Western Australia,Westonia Golf Club ,18,Red Women,73,71,109
Western Australia,Westonia Golf Club ,18,Blue Men,72,68,109
Western Australia,Westonia Golf Club ,1-9,Blue Men,36,34.5,110
Western Australia,Westonia Golf Club ,10-18,Blue Men,36,33.5,108
Western Australia,Westonia Golf Club ,1-9,Red Women,37,35.5,110
Western Australia,Westonia Golf Club ,10-18,Red Women,36,35,107
Western Australia,Whaleback Golf Course ,18,Red Women,71,71,116
Western Australia,Whaleback Golf Course ,18,Blue Men,71,69,115
Western Australia,Whaleback Golf Course ,1-9,Blue Men,35,34,111
Western Australia,Whaleback Golf Course ,10-18,Blue Men,36,35,118
Western Australia,Whaleback Golf Course ,1-9,Red Women,35,35,114
Western Australia,Whaleback Golf Course ,10-18,Red Women,36,36,117
Western Australia,Wickepin Golf Club ,18,Red Women,72,71,107
Western Australia,Wickepin Golf Club ,18,Blue Men,71,69,105
Western Australia,Wickepin Golf Club ,1-9,Red Women,36,35.5,107
Western Australia,Wickepin Golf Club ,10-18,Red Women,37,36,107
Western Australia,Wickepin Golf Club ,1-9,Blue Men,35,34,108
Western Australia,Wickepin Golf Club ,10-18,Blue Men,36,35,101
Western Australia,Williams Golf Club ,18,Red Women,73,71,110
Western Australia,Williams Golf Club ,18,Blue Men,72,69,106
Western Australia,Williams Golf Club ,1-9,Blue Men,35,34,103
Western Australia,Williams Golf Club ,10-18,Blue Men,37,35.5,108
Western Australia,Williams Golf Club ,1-9,Red Women,36,35.5,110
Western Australia,Williams Golf Club ,10-18,Red Women,37,35.5,109
Western Australia,Wongan Hills Golf Club ,18,Red Women,72,71,112
Western Australia,Wongan Hills Golf Club ,18,Blue Men,72,70,113
Western Australia,Wongan Hills Golf Club ,1-9,Blue Men,36,35.5,108
Western Australia,Wongan Hills Golf Club ,10-18,Blue Men,36,35,117
Western Australia,Wongan Hills Golf Club ,1-9,Red Women,36,35.5,114
Western Australia,Wongan Hills Golf Club ,10-18,Red Women,36,35.5,109
Western Australia,Woodanilling Golf Club ,18,Red Women,72,71,105
Western Australia,Woodanilling Golf Club ,18,Blue Men,71,68,101
Western Australia,Woodanilling Golf Club ,1-9,Blue Men,35,34,101
Western Australia,Woodanilling Golf Club ,10-18,Blue Men,36,34.5,100
Western Australia,Woodanilling Golf Club ,1-9,Red Women,35,35,103
Western Australia,Woodanilling Golf Club ,10-18,Red Women,37,35.5,106
Western Australia,Wubin Golf Club ,18,Red Women,72,69,105
Western Australia,Wubin Golf Club ,18,Blue Men,72,69,107
Western Australia,Wubin Golf Club ,1-9,Blue Men,36,34,107
Western Australia,Wubin Golf Club ,10-18,Blue Men,36,35,107
Western Australia,Wubin Golf Club ,1-9,Red Women,36,34,106
Western Australia,Wubin Golf Club ,10-18,Red Women,36,35,103
Western Australia,Wundowie Golf Club ,18,Red Women,72,71,105
Western Australia,Wundowie Golf Club ,18,Blue Men,72,68,106
Western Australia,Wundowie Golf Club ,10-18,Red Women,37,35.5,106
Western Australia,Wundowie Golf Club ,1-9,Blue Men,36,34,108
Western Australia,Wundowie Golf Club ,10-18,Blue Men,36,34,104
Western Australia,Wundowie Golf Club ,1-9,Red Women,35,35,103
Western Australia,Wyalkatchem Golf Club ,18,Red Women,72,70,106
Western Australia,Wyalkatchem Golf Club ,18,Blue Men,71,69,115
Western Australia,Wyalkatchem Golf Club ,1-9,Red Women,36,34.5,104
Western Australia,Wyalkatchem Golf Club ,10-18,Red Women,36,35.5,108
Western Australia,Yanchep Golf Club ,18,Red Women,71,69,112
Western Australia,Yanchep Golf Club ,18,Blue Men,69,65,103
Western Australia,Yanchep Golf Club ,1-9,Blue Men,35,33,103
Western Australia,Yanchep Golf Club ,10-18,Blue Men,34,32.5,102
Western Australia,Yanchep Golf Club ,1-9,Red Women,35,34.5,111
Western Australia,Yanchep Golf Club ,10-18,Red Women,34,34,113
Western Australia,Yelbeni Golf Club ,18,Red Women,70,70,105
Western Australia,Yelbeni Golf Club ,18,Blue Men,69,68,105
Western Australia,Yelbeni Golf Club ,1-9,Blue Men,35,34.5,109
Western Australia,Yelbeni Golf Club ,10-18,Blue Men,34,33.5,101
Western Australia,Yelbeni Golf Club ,1-9,Red Women,36,36,108
Western Australia,Yelbeni Golf Club ,10-18,Red Women,34,34,101
Western Australia,Yerecoin Golf Club ,18,Blue Men,70,67,113
Western Australia,Yerecoin Golf Club ,1-9,Blue Men,35,33.5,110
Western Australia,Yerecoin Golf Club ,10-18,Blue Men,35,33.5,116
Western Australia,York Golf Club ,18,Red Women,72,71,109
Western Australia,York Golf Club ,18,Blue Men,72,69,104
Western Australia,York Golf Club ,1-9,Blue Men,36,34.5,103
Western Australia,York Golf Club ,10-18,Blue Men,36,34.5,104
Western Australia,York Golf Club ,1-9,Red Women,36,35.5,109
Western Australia,York Golf Club ,10-18,Red Women,35,35,108
Western Australia,Yuna Golf Club ,18,Red Women,72,69,103
Western Australia,Yuna Golf Club ,18,Blue Men,71,67,98
Western Australia,Yuna Golf Club ,1-9,Blue Men,36,34,98
Western Australia,Yuna Golf Club ,10-18,Blue Men,35,33,97
Western Australia,Yuna Golf Club ,1-9,Red Women,36,35,102
Western Australia,Yuna Golf Club ,10-18,Red Women,36,34,103
